"REF_DATE","GEO","DGUID","Zero-Emission Vehicles Fuel Type","Vehicle type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-07","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","23","","","","0"
"2018-10","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","29","","","","0"
"2019-01","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","25","","","","0"
"2019-04","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","50","","","","0"
"2019-07","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","53","","","","0"
"2019-10","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","57","","","","0"
"2020-01","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","47","","","","0"
"2020-04","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","35","","","","0"
"2020-07","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","76","","","","0"
"2020-10","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","41","","","","0"
"2021-01","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","104","","","","0"
"2021-04","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","100","","","","0"
"2021-07","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","131","","","","0"
"2021-10","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","143","","","","0"
"2022-01","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","130","","","","0"
"2022-04","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","194","","","","0"
"2022-07","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","203","","","","0"
"2022-10","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","178","","","","0"
"2023-01","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","188","","","","0"
"2023-04","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","280","","","","0"
"2023-07","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","350","","","","0"
"2023-10","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","258","","","","0"
"2024-01","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","265","","","","0"
"2024-04","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","336","","","","0"
"2024-07","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","414","","","","0"
"2024-10","Saskatchewan","2016A000247","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277482928","3058.1.1.1","379","","","","0"
"2017-01","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2017-04","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2017-07","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2017-10","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2018-01","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2018-04","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2018-07","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2018-10","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2019-01","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2019-04","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2019-07","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2019-10","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2020-01","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2020-04","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2020-07","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2020-10","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2021-01","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2021-04","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2021-07","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2021-10","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2022-01","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2022-04","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2022-07","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2022-10","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2023-01","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2023-04","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2023-07","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2023-10","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2024-01","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2024-04","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2024-07","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2024-10","Alberta","2016A000248","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277483890","4020.1.1.1","","..","","","0"
"2017-01","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","787","","","","0"
"2017-04","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","760","","","","0"
"2017-07","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","806","","","","0"
"2017-10","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","788","","","","0"
"2018-01","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","1366","","","","0"
"2018-04","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","2458","","","","0"
"2018-07","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","2450","","","","0"
"2018-10","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","2039","","","","0"
"2019-01","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","2784","","","","0"
"2019-04","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","6481","","","","0"
"2019-07","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","4500","","","","0"
"2019-10","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","3205","","","","0"
"2020-01","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","3701","","","","0"
"2020-04","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","2589","","","","0"
"2020-07","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","4506","","","","0"
"2020-10","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","4383","","","","0"
"2021-01","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","6104","","","","0"
"2021-04","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","5733","","","","0"
"2021-07","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","6448","","","","0"
"2021-10","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","5550","","","","0"
"2022-01","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","6688","","","","0"
"2022-04","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","7072","","","","0"
"2022-07","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","8262","","","","0"
"2022-10","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","7565","","","","0"
"2023-01","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","8107","","","","0"
"2023-04","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","10954","","","","0"
"2023-07","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","13418","","","","0"
"2023-10","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","10969","","","","0"
"2024-01","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","10088","","","","0"
"2024-04","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","12081","","","","0"
"2024-07","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","12812","","","","0"
"2024-10","British Columbia","2016A000259","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277484335","4465.1.1.1","10585","","","","0"
"2017-01","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","0","","","","0"
"2017-04","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","0","","","","0"
"2017-07","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","0","","","","0"
"2017-10","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","0","","","","0"
"2018-01","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","0","","","","0"
"2018-04","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","0","","","","0"
"2018-07","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","1","","","","0"
"2018-10","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","1","","","","0"
"2019-01","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","1","","","","0"
"2019-04","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","4","","","","0"
"2019-07","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","4","","","","0"
"2019-10","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","0","","","","0"
"2020-01","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","4","","","","0"
"2020-04","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","4","","","","0"
"2020-07","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","6","","","","0"
"2020-10","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","11","","","","0"
"2021-01","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","13","","","","0"
"2021-04","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","20","","","","0"
"2021-07","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","26","","","","0"
"2021-10","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","8","","","","0"
"2022-01","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","9","","","","0"
"2022-04","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","19","","","","0"
"2022-07","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","25","","","","0"
"2022-10","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","30","","","","0"
"2023-01","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","24","","","","0"
"2023-04","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","40","","","","0"
"2023-07","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","41","","","","0"
"2023-10","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","49","","","","0"
"2024-01","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","42","","","","0"
"2024-04","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","77","","","","0"
"2024-07","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","47","","","","0"
"2024-10","Yukon","2016A000260","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485100","5231.1.1.1","52","","","","0"
"2017-01","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","1","","","","0"
"2017-04","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","0","","","","0"
"2017-07","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","0","","","","0"
"2017-10","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","0","","","","0"
"2018-01","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","0","","","","0"
"2018-04","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","0","","","","0"
"2018-07","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","2","","","","0"
"2018-10","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","1","","","","0"
"2019-01","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","0","","","","0"
"2019-04","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","0","","","","0"
"2019-07","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","0","","","","0"
"2019-10","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","1","","","","0"
"2020-01","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","0","","","","0"
"2020-04","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","0","","","","0"
"2020-07","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","5","","","","0"
"2020-10","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","2","","","","0"
"2021-01","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","2","","","","0"
"2021-04","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","3","","","","0"
"2021-07","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","6","","","","0"
"2021-10","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","5","","","","0"
"2022-01","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","8","","","","0"
"2022-04","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","7","","","","0"
"2022-07","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","6","","","","0"
"2022-10","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","6","","","","0"
"2023-01","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","2","","","","0"
"2023-04","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","10","","","","0"
"2023-07","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","12","","","","0"
"2023-10","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","9","","","","0"
"2024-01","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","4","","","","0"
"2024-04","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","12","","","","0"
"2024-07","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","16","","","","0"
"2024-10","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","13","","","","0"
"2017-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2017-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2017-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2017-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2018-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2018-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2018-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2018-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2019-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2019-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2019-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2019-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2020-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2020-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2020-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2020-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2021-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2021-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2021-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2021-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2022-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2022-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
